Título;Ubicación;Valor Alquiler;Expensas;Metros Cuadrados;Ambientes;Dormitorios;Baños;Cocheras
Aime Paine 1130, Puerto Madero, Capital Federal, Argentina.;Puerto Madero, Capital Federal;USD 6.000;$ 300.000 Expensas;90;3;2;2;1
TRIUNVIRATO 3500;Villa Ortuzar, Capital Federal;$ 480.000;$ 100.510 Expensas;48;1;0;1;0
Esmeralda 1300;Recoleta, Capital Federal;$ 550.000;;58;1;1;1;0
Amenabar  30;Palermo Hollywood, Palermo;USD 1.200;;45;1;0;1;0
Av Santa Fe al 5200;Botánico, Palermo;$ 940.000;$ 140.000 Expensas;55;2;1;1;0
Avenida Figueroa Alcorta  3000;Palermo Chico, Palermo;USD 6.000;;195;4;3;3;2
Guatemala  5500;Palermo Hollywood, Palermo;USD 550;;40;2;1;1;0
Avenida Santa Fe  3700;Palermo, Capital Federal;USD 1.000;;42;2;1;1;0
Ibera 2100;Núñez, Capital Federal;USD 1.400;;95;4;3;2;0
Monroe 4509;Villa Urquiza, Capital Federal;$ 447.000;$ 97.000 Expensas;78;2;1;1;0
Aime Paine 1130;Puerto Madero, Capital Federal;USD 4.000;;75;2;1;1;1
AV. Corrientes Abasto - Local 3 al 3400;Abasto, Capital Federal;$ 4.500.000;;230;0;0;2;0
Jerónimo Salguero 1800;Palermo, Capital Federal;USD 700;;48;1;0;1;0
Aime Paine al 1100;Puerto Madero, Capital Federal;USD 3.400;;82;2;1;2;1
Olga Cossettini 1300 CABA;Puerto Madero, Capital Federal;USD 3.800;;155;4;3;2;2
Martha Salotti, Cdad. Autónoma de Buenos Aires al;Puerto Madero, Capital Federal;Consultar precio;;297;6;4;4;3
Av. Corrientes;Centro / Microcentro, Capital Federal;$ 600.000;;30;1;0;1;0
Avenida del Libertador 2600;Palermo, Capital Federal;USD 700;;50;2;1;1;0
Roosevelt al 3000;Belgrano, Capital Federal;USD 500;$ 40.200 Expensas;33;1;0;1;0
Dirección no informada;Núñez, Capital Federal;$ 400.000;$ 40.000 Expensas;40;1;1;1;0
Antezana 570;Villa Crespo, Capital Federal;$ 500.000;$ 68.443 Expensas;24;1;1;1;0
JUana Manso;Puerto Madero, Capital Federal;USD 1.300;$ 200.000 Expensas;70;2;1;1;1
CAMILA OGORMAN 425;Puerto Madero, Capital Federal;USD 1.800;;84;2;1;1;1
Jorge Newbery 2460;Belgrano, Capital Federal;USD 1.250;;47;2;1;1;0
Libertad;Recoleta, Capital Federal;USD 1.200;$ 220.000 Expensas;80;3;1;1;1
Esmeralda;Centro / Microcentro, Capital Federal;$ 650.000;;36;2;1;1;0
Montevideo;Recoleta, Capital Federal;$ 650.000;;80;3;2;1;0
Esmeralda;Retiro, Capital Federal;$ 750.000;;45;2;1;1;0
Juana Manso 1660;Puerto Madero, Capital Federal;USD 1.000;$ 47.000 Expensas;27;1;1;1;0
paroissien 1700. Entre 3 de febrero y 11 de septiembre;Núñez, Capital Federal;USD 500;;40;2;1;1;0
CABRERA 3900;Palermo, Capital Federal;USD 2.100;;75;3;2;2;0
VIRREY CEVALLOS 1404;Constitución, Capital Federal;$ 320.000;$ 100.000 Expensas;38;2;1;1;0
Tucuman  1700 4°;Barrio Norte, Capital Federal;$ 590.000;$ 70.000 Expensas;30;2;1;1;0
Mendoza 5643;Villa Urquiza, Capital Federal;USD 450;$ 80.000 Expensas;43;2;1;1;0
Santa Fe;Palermo, Capital Federal;$ 280.000;$ 150.000 Expensas;35;1;0;0;0
Pza. C. Pellegrini. Prime Property, Location and Views.  USD 3500;Recoleta, Capital Federal;USD 3.500;;230;5;3;3;1
Altolaguirre 3000;Villa Urquiza, Capital Federal;$ 600.000;$ 140.000 Expensas;49;2;1;1;0
scalabrini 1780;Palermo Soho, Palermo;$ 550.000;$ 115.000 Expensas;38;1;1;1;0
Juana Manso al 500;Puerto Madero, Capital Federal;USD 2.200;;65;2;1;1;1
Juana Manso al 400;Puerto Madero, Capital Federal;USD 2.000;;77;2;2;2;1
Rosario Vera Peñaloza al 500;Puerto Madero, Capital Federal;USD 1.800;;68;2;1;1;1
Rosario Vera Peñaloza al 500;Puerto Madero, Capital Federal;USD 1.700;;65;2;1;1;1
Aime Paine  al 1600;Puerto Madero, Capital Federal;USD 1.500;$ 20.000 Expensas;65;2;1;1;0
Alvear  al 1300;Recoleta, Capital Federal;USD 6.200;;350;4;3;4;1
Rosario V Peñaloza 599;Puerto Madero, Capital Federal;USD 1.200;;43;1;1;0;0
Azucena Villaflor al 500;Puerto Madero, Capital Federal;USD 2.000;;83;2;1;1;1
Olga Cossettini al 1600;Puerto Madero, Capital Federal;USD 3.000;;0;4;3;2;0
Olga Cossettini al 1100;Puerto Madero, Capital Federal;USD 3.500;$ 950.000 Expensas;180;4;3;2;1
Pierina Dealessi al 1700;Puerto Madero, Capital Federal;USD 2.000;;44;1;1;1;0
Forum Alcorta;Belgrano, Capital Federal;USD 16.000;;650;6;5;5;0
Gelly Obes al 2200;Recoleta, Capital Federal;USD 8.000;$ 209.000 Expensas;483;6;4;4;2
Alicia Moreau de Justo al 1800;Puerto Madero, Capital Federal;USD 2.000;;80;2;1;1;1
Juana Manso al 400;Puerto Madero, Capital Federal;USD 5.600;;254;5;4;4;2
araoz 2900 caba;Barrio Norte, Capital Federal;USD 550;$ 100.000 Expensas;40;1;0;1;0
Martha Lynch al 400;Puerto Madero, Capital Federal;USD 4.900;$ 400.000 Expensas;176;4;3;4;3
Fitz Roy;Palermo, Capital Federal;USD 700;;27;1;0;0;0
Excelente 2 Amb. Amoblado, con muy Buen Gusto, en 11 de Septiembre y Av. Juramento, Mts. Barrio Chino,  Tren con Nuevo Centro Comercial VIA Viva,  Cercano Av. del Libertador y la Av Cabildo Belgrano;Belgrano, Capital Federal;$ 500.000;;35;2;1;0;0
Azcuenaga y Guido;Recoleta, Capital Federal;USD 2.500;;60;2;1;1;0
Gorriti al 4000;Palermo Soho, Palermo;USD 1.200;$ 150.000 Expensas;45;2;1;1;0
Ugarteche  al 3200;Palermo Chico, Palermo;USD 1.400;$ 220.000 Expensas;60;2;1;1;0
charlone 555;Chacarita, Capital Federal;USD 700;;36;1;1;1;0
Guatemala 5059;Palermo Hollywood, Palermo;USD 650;;35;1;1;1;0
AYACUCHO y POSADAS;Recoleta, Capital Federal;$ 480.000;$ 90.000 Expensas;28;2;1;1;0
Mono a mts de Av. Libertador - Nuñez;Núñez, Capital Federal;USD 600;;35;0;1;1;0
Vidal;Belgrano R, Belgrano;USD 500;;47;1;1;1;0
Aranguren al 1400;Caballito, Capital Federal;$ 450.000;;45;2;1;1;0
Aime Paine al 1100;Puerto Madero, Capital Federal;USD 5.000;$ 630.000 Expensas;130;2;1;2;2
SAN Juan al 800;San Telmo, Capital Federal;USD 800;;35;1;1;1;0
Dorrego 2080;Colegiales, Capital Federal;USD 800;$ 1 Expensas;30;1;0;1;0
Peña 2300;Recoleta, Capital Federal;$ 580.000;$ 1 Expensas;25;1;0;1;0
Guatemala al 4300;Palermo Soho, Palermo;USD 800;$ 50.000 Expensas;38;2;1;1;0
Arce al 500;Las Cañitas, Palermo;USD 500;$ 40.000 Expensas;24;1;0;1;0
Lafinur 3090;Palermo Chico, Palermo;$ 1.000.000;$ 220.000 Expensas;68;3;2;1;0
PARAGUAY 3800. Entre Armenia y Gurruchaga;Palermo, Capital Federal;USD 850;;75;3;2;0;0
bernardo de yrigoyen 630;San Telmo, Capital Federal;USD 700;;36;1;1;1;0
guatemala 5059;Palermo Soho, Palermo;USD 700;;36;1;1;1;0
bernardo de yirigoyen 630;San Telmo, Capital Federal;USD 800;;35;1;1;1;0
Juncal 1221;Recoleta, Capital Federal;USD 1.600;;90;3;2;2;0
Avenida del Libertador 6299;Núñez, Capital Federal;USD 1.000;;40;1;0;0;0
SAN BLAS 3051. Entre Helguera y Argerich;Villa Santa Rita, Capital Federal;$ 370.000;$ 55.000 Expensas;36;1;0;0;0
Godoy Cruz Y Cordoba  2°;Palermo, Capital Federal;USD 1.500;;100;3;2;2;1
José Bonifacio 1676;Caballito, Capital Federal;$ 350.000;$ 120.000 Expensas;33;1;0;1;0
caracas 390;Flores, Capital Federal;$ 600.000;$ 270.000 Expensas;90;3;2;2;0
Humboldt  2200 1°;Palermo, Capital Federal;$ 750.000;$ 50.000 Expensas;68;3;2;1;0
Cordoba 1884;Balvanera, Capital Federal;USD 800;$ 236.000 Expensas;120;5;3;2;1
Parana y Av. Santa Fe;Recoleta, Capital Federal;USD 1.200;;120;4;3;1;0
Avenida Pueyrredón  al 900;Balvanera, Capital Federal;USD 4.000;$ 350.000 Expensas;176;5;3;3;1
Paraguay 4276;Palermo Soho, Palermo;USD 1.300;;100;3;2;1;0
FORMOSA;Caballito, Capital Federal;$ 350.000;$ 41.199 Expensas;24;2;1;1;0
Av. Corrientes;San Nicolás, Capital Federal;USD 400;;22;2;1;1;0
AV. FEDERICO LACROZE 3379. Entre Delgado y Enrique martinez;Colegiales, Capital Federal;USD 500;$ 78.000 Expensas;38;2;1;1;0
CARLOS PELLEGRINI 1300. Entre Juncal y Arroyo;Recoleta, Capital Federal;USD 1.000;;83;3;2;0;0
Leguizamon Martiniano 697;Liniers, Capital Federal;$ 380.000;$ 45.000 Expensas;30;1;0;1;0
Avenida del Libertador 6299;Belgrano C, Belgrano;USD 900;;50;1;1;1;0
Marta Lynch 400;Puerto Madero, Capital Federal;USD 30.000;;500;6;0;5;4
Eduardo Madero al 900;Puerto Madero, Capital Federal;USD 800;$ 4 Expensas;500;1;0;5;0
Maipu  800;Recoleta, Capital Federal;USD 600;;50;2;1;1;0
Coronel Díaz al 2600;Palermo, Capital Federal;USD 2.200;;170;4;3;3;1
Aime Paine al 1100;Puerto Madero, Capital Federal;USD 5.000;$ 650.000 Expensas;82;2;1;2;1
Avenida Santa Fe;Palermo Soho, Palermo;USD 600;$ 60.000 Expensas;46;2;1;1;0
Juncal al 700;Retiro, Capital Federal;USD 5.000;$ 330.000 Expensas;372;0;3;0;1
REPUBLICA DE LA INDIA 3000;Palermo Chico, Palermo;USD 3.600;$ 950.000 Expensas;263;6;5;4;1
Av Libertador 4600;Las Cañitas, Palermo;USD 2.900;$ 1.450.000 Expensas;220;5;3;4;2
Scalabrini ortiz  y charcas;Palermo, Capital Federal;USD 780;;70;1;1;1;0
Aráoz 2055;Palermo, Capital Federal;USD 800;$ 1 Expensas;35;1;0;1;0
PARAGUAY;Palermo Hollywood, Palermo;USD 800;$ 36.000 Expensas;38;1;0;1;0
José Hernandez 2762;Belgrano, Capital Federal;USD 800;;35;1;0;1;0
Corvalán 3600;Villa Lugano, Capital Federal;$ 360.000;;30;2;1;1;0
Saraza 4200;Villa Lugano, Capital Federal;$ 430.000;$ 50.000 Expensas;43;2;1;0;0
Aime Paine al 1100;Puerto Madero, Capital Federal;USD 4.500;;80;2;1;1;1
Avenida Libertador 6299;Belgrano, Capital Federal;USD 900;;38;1;1;1;0
Humboldt 2400;Palermo Hollywood, Palermo;$ 680.000;$ 300.000 Expensas;40;1;0;1;1
Directorio 386;Caballito, Capital Federal;$ 380.000;$ 50.000 Expensas;35;1;0;1;0
Azucena Villaflor 500;Puerto Madero, Capital Federal;USD 5.000;;73;3;2;1;1
Juana Manso 1661;Puerto Madero, Capital Federal;USD 1.200;;60;2;1;1;0
CERRITO 1530;Retiro, Capital Federal;USD 600;$ 25.000 Expensas;50;3;2;1;0
PACHECO DE MELO 2800;Recoleta, Capital Federal;USD 1;;110;4;3;3;0
Figueroa Alcorta al 3000 Piso 8;Palermo Chico, Palermo;USD 2.400;$ 409.000 Expensas;125;4;2;3;0
AV CABILDO 481;Palermo, Capital Federal;$ 1.000.000;$ 300.000 Expensas;114;4;3;2;1
Aime Paine al 1100;Puerto Madero, Capital Federal;USD 2.500;$ 290.000 Expensas;55;1;1;1;1
AV. CORDOBA 2088;Recoleta, Capital Federal;$ 800.000;$ 230.000 Expensas;76;3;2;1;0
AVENIDA SANTA FE;Recoleta, Capital Federal;$ 260.000;$ 70.000 Expensas;25;1;0;1;0
Convencion  1900;Palermo Hollywood, Palermo;USD 800;;22;2;1;1;0
Soldado de la Independencia  al 1100;Las Cañitas, Palermo;USD 1.450;;80;3;2;2;0
Cerrito 1000;Recoleta, Capital Federal;USD 800;$ 300.000 Expensas;143;4;3;2;0
Aime Paine al 1100;Puerto Madero, Capital Federal;USD 4.300;;92;2;1;2;1
Paraguay 2600;Recoleta, Capital Federal;USD 780;$ 150.000 Expensas;120;3;2;2;0
Mayor Arturo Luisoni al 2500;Retiro, Capital Federal;USD 800;$ 240.000 Expensas;50;1;1;1;1
Coronel Ramón Lorenzo Falcón 3700;Floresta Sur, Floresta;$ 500.000;$ 50.000 Expensas;42;2;1;1;0
URIBURU JOSE E. PRES. 1300;Recoleta, Capital Federal;$ 1.000.000;$ 240.000 Expensas;3;3;2;2;0
Soldado De La Independencia  900 1°;Palermo, Capital Federal;$ 600.000;$ 100.000 Expensas;40;1;0;1;0
LIBERTAD 423;Recoleta, Capital Federal;USD 700;;45;1;1;1;0
Av. Libertador  al 5700;Belgrano, Capital Federal;USD 550;;35;1;0;1;0
Av del libertador;Núñez, Capital Federal;USD 1.100;$ 300.000 Expensas;120;2;1;1;1
Parana 120;Congreso, Capital Federal;$ 400.000;$ 145.000 Expensas;42;1;0;1;0
Teodoro garcia 3575;Colegiales, Capital Federal;USD 800;;60;2;1;1;0
ALICIA moreau de JUSTO 1848;Puerto Madero, Capital Federal;USD 700;$ 230.000 Expensas;42;2;1;1;0
AV Las Heras 3900;Palermo, Capital Federal;USD 1.200;;74;3;2;1;0
Av corrientes 3545;Almagro, Capital Federal;USD 700;;40;1;1;1;0
DEFENSA 1657. Entre Av caseros y Dr enrique finochiet;Barracas, Capital Federal;$ 1.200.000;$ 200.000 Expensas;128;3;2;1;0
guatemala 5059;Palermo Soho, Palermo;USD 750;;35;1;0;1;1
SAN BLAS 3051. Entre Helguera y Argerich;Villa Santa Rita, Capital Federal;$ 370.000;$ 65.000 Expensas;36;1;0;0;0
Sarmiento  1700;Congreso, Capital Federal;$ 550.000;$ 220.000 Expensas;60;3;2;1;0
Gregorio De Laferrère 3900;Parque Avellaneda, Capital Federal;$ 350.000;$ 55.000 Expensas;31;1;1;0;0
Dirección no informada;Palermo, Capital Federal;USD 680;;44;1;1;1;0
BARTOLOME MITRE 4437;Almagro Norte, Almagro;$ 300.000;$ 60.000 Expensas;45;2;1;1;0
Federico Lacroze  3600 5°;Colegiales, Capital Federal;$ 380.000;$ 150.000 Expensas;36;1;0;1;0
Santiago del Estero 900, Monserrat, Capital Federal, Argentina.;Monserrat, Capital Federal;$ 350.000;;15;1;1;1;0
ESMERALDA 486 7º;Centro / Microcentro, Capital Federal;$ 290.000;$ 90.000 Expensas;27;1;0;1;0
Pte Uriburu 600;Balvanera, Capital Federal;$ 370.000;$ 60.000 Expensas;40;2;1;1;0
Azucena Villaflor 300;Puerto Madero, Capital Federal;USD 2.300;;96;3;2;2;0
alicia moreau de justo 1848;Puerto Madero, Capital Federal;USD 1.100;;60;2;1;1;0
Riobamba 1040 9 A;Recoleta, Capital Federal;$ 700.000;$ 307.296 Expensas;80;3;2;1;0
Arenales;Recoleta, Capital Federal;USD 2.000;;140;6;3;2;0
AMBROSETTI 101;Caballito, Capital Federal;$ 800.000;$ 180.000 Expensas;77;4;3;1;0
Cnel. Apolinario Figueroa 285;Villa Crespo, Capital Federal;$ 430.000;$ 60.000 Expensas;36;1;0;1;0
Juramento 4952, Villa Urquiza, Caba;Villa Urquiza, Capital Federal;$ 670.000;$ 170.000 Expensas;90;3;2;1;0
Palestina 1143, Palermo, Capital Federal, Argentina.;Palermo, Capital Federal;$ 480.000;$ 94.000 Expensas;33;1;0;1;0
MAIPU 200. Entre Sarmiento y Peron, juan d., pte.;Centro / Microcentro, Capital Federal;$ 350.000;$ 132.000 Expensas;22;1;0;1;0
Avenida del Libertador 700;Recoleta, Capital Federal;USD 3.000;;148;4;3;2;1
AV. CALLAO 1000. Entre Av santa fe y Marcelo t de alvear;Recoleta, Capital Federal;USD 500;$ 100.000 Expensas;30;1;1;1;0
av santa fe 5262;Palermo Hollywood, Palermo;$ 800.000;$ 180.000 Expensas;75;3;2;1;0
SALTA 167;Centro / Microcentro, Capital Federal;$ 340.000;$ 110.000 Expensas;40;1;0;1;0
L. N. Alem 465;Centro / Microcentro, Capital Federal;$ 860.000;$ 135.000 Expensas;150;6;0;2;0
GAVILAN;La Paternal, Capital Federal;$ 380.000;$ 60.000 Expensas;38;2;1;1;0
FORMOSA 6;Caballito, Capital Federal;$ 300.000;$ 85.000 Expensas;30;1;0;1;0
Juez Tedin al 3100;Palermo Chico, Palermo;USD 6.000;;500;9;4;3;2
Guise  1800 1°;Palermo, Capital Federal;$ 900.000;$ 440.000 Expensas;107;4;3;2;0
Borges 2100;Palermo, Capital Federal;USD 900;;60;2;1;1;0
Charlone;Chacarita, Capital Federal;USD 490;;36;2;1;1;0
Remedios escalada de san Martin 960;Villa Crespo, Capital Federal;USD 650;$ 100.000 Expensas;40;1;1;1;0
Pagano 2744;Recoleta, Capital Federal;$ 400.000;$ 75.000 Expensas;40;1;1;1;0
Aristobulo Del Valle  1700;Barracas, Capital Federal;$ 450.000;$ 80.000 Expensas;44;2;1;1;0
Lavalle 1500;Centro / Microcentro, Capital Federal;USD 900;$ 1 Expensas;90;2;1;1;0
Av de Mayo 1200;Centro / Microcentro, Capital Federal;USD 600;$ 1 Expensas;29;1;1;1;0
Mansilla 3800;Palermo Soho, Palermo;USD 1.000;$ 1 Expensas;64;2;1;1;0
Av Cabildo 1400;Belgrano, Capital Federal;USD 750;;50;2;1;0;0
Uriburu 535;Balvanera, Capital Federal;$ 550.000;$ 105.000 Expensas;48;2;1;1;0
Paraguay 5500;Palermo, Capital Federal;USD 600;$ 75.000 Expensas;49;1;1;1;0
El cano 3000;Belgrano, Capital Federal;$ 1.500.000;$ 180.000 Expensas;95;4;3;2;0
Nicargua 4200;Palermo, Capital Federal;USD 1.600;;70;3;0;1;0
AV Cabildo 2500;Belgrano, Capital Federal;USD 600;;40;1;1;1;0
Salguero 1800;Palermo, Capital Federal;USD 2.000;$ 1 Expensas;131;4;3;4;1
Austria 2300;Recoleta, Capital Federal;USD 950;$ 1 Expensas;50;2;1;1;0
Venezuela 600;Centro / Microcentro, Capital Federal;USD 550.000;;50;1;1;1;0
ESCALADA 100;Villa Luro, Capital Federal;$ 600.000;$ 95.000 Expensas;53;3;2;1;0
Suipacha 255;Centro / Microcentro, Capital Federal;USD 1.500;$ 1 Expensas;56;2;1;1;0
Estado de Israel  al 4300;Villa Crespo, Capital Federal;$ 450.000;;35;1;0;1;0
AGUILAR 2842. Entre Conesa y Cramer;Colegiales, Capital Federal;$ 650.000;$ 130.000 Expensas;50;3;2;1;0
Av Independencia 2723;San Cristobal, Capital Federal;$ 1.000.000;$ 200.000 Expensas;98;3;2;1;1
FITZ ROY;Palermo, Capital Federal;USD 700;$ 1 Expensas;45;1;0;0;0
Dorrego 2765;Palermo, Capital Federal;USD 1.000;;60;2;0;1;0
riobamba;Barrio Norte, Capital Federal;$ 310.000;$ 80.000 Expensas;36;1;0;0;0
GUALEGUAYCHU 90;Floresta, Capital Federal;$ 320.000;$ 65.000 Expensas;24;1;0;0;0
Virgilio 900;Villa Luro, Capital Federal;USD 2.500;;180;4;3;3;4
AV DIRECTORIO 2700;Flores, Capital Federal;$ 350.000;$ 112.000 Expensas;45;2;1;1;0
CABELLO 3600;Botánico, Palermo;$ 450.000;$ 162.000 Expensas;40;1;0;1;0
Vicente Lopez 2217;Recoleta, Capital Federal;$ 280.000;$ 70.000 Expensas;25;1;0;1;0
UGARTECHE 3100;Botánico, Palermo;$ 650.000;$ 215.000 Expensas;42;1;0;1;1
av de mayo;Congreso, Capital Federal;$ 250.000;$ 95.000 Expensas;23;1;0;1;0
Bulnes 1800;Barrio Norte, Capital Federal;$ 350.000;$ 62.000 Expensas;30;1;0;1;0
Alvear Tower;Puerto Madero, Capital Federal;USD 4.500;;152;3;2;2;2
Luis Maria Drago 200;Villa Crespo, Capital Federal;$ 550.000;$ 106.000 Expensas;55;3;2;1;0
BILLINGHURST 2300;Barrio Norte, Capital Federal;$ 500.000;$ 122.000 Expensas;41;2;1;1;0
OLLEROS 4125. Entre Corrientes, avda. y Forest, avda.;Chacarita, Capital Federal;$ 350.000;$ 86.000 Expensas;29;1;1;1;0
Vicente Lopez 2200;Recoleta, Capital Federal;USD 500;;38;1;1;1;0
Uriburu 774;Balvanera, Capital Federal;$ 400.000;$ 104.150 Expensas;30;1;0;1;0
Charcas 4070;Botánico, Palermo;$ 1.000.000;$ 235.400 Expensas;55;2;1;1;0
Cerviño 4678;Palermo Chico, Palermo;USD 500;$ 295.000 Expensas;50;0;0;1;0
Elcano 2959;Belgrano R, Belgrano;$ 500.000;$ 99.606 Expensas;40;2;1;1;0
av. Luis maría Campos 250 , 9° H;Las Cañitas, Palermo;$ 500.000;$ 150.000 Expensas;55;3;2;1;0
Libertador 7000 CABA;Núñez, Capital Federal;USD 3.000;$ 400.000 Expensas;145;3;2;2;1
Campana  3000 1°;Villa del Parque, Capital Federal;$ 450.000;$ 40.000 Expensas;50;2;1;1;0
Córdoba 2645;Barrio Norte, Capital Federal;$ 570.000;$ 75.000 Expensas;50;3;2;1;0
Tucumán 1639;San Nicolás, Capital Federal;$ 350.000;$ 49.000 Expensas;30;1;1;1;0
GUEVARA 1483. Entre Estomba y Tronador;Villa Ortuzar, Capital Federal;$ 620.000;$ 30.000 Expensas;62;3;2;1;0
Beruti 2800;Recoleta, Capital Federal;$ 380.000;$ 96.000 Expensas;35;0;0;0;0
San Martín 1969 – 6º;Villa Crespo, Capital Federal;$ 700.000;$ 105.000 Expensas;82;3;2;1;0
Libertador 3700 caba;Palermo Nuevo, Palermo;USD 8.000;;400;6;4;3;2
Gascon 552;Almagro, Capital Federal;$ 450.000;$ 40.000 Expensas;30;2;1;1;0
GRANADEROS 831;Flores, Capital Federal;$ 400.000;$ 80.000 Expensas;28;1;1;0;0
La Rioja 1100;San Cristobal, Capital Federal;$ 380.000;$ 160.000 Expensas;42;2;1;1;0
Av. Independencia 2251;Balvanera, Capital Federal;$ 400.000;$ 65.000 Expensas;30;2;1;1;0
azcuenaga 1391;Recoleta, Capital Federal;USD 450;$ 1 Expensas;23;1;0;1;0
Jerónimo Salguero 3000;Palermo Chico, Palermo;$ 580.000;$ 52.000 Expensas;40;2;1;1;0
Rodriguez Peña 2000;Recoleta, Capital Federal;$ 300.000;$ 110.000 Expensas;30;1;1;1;0
Paraguay. 5570;Palermo, Capital Federal;USD 800;;57;1;1;1;0
Medrano.  1700 2°;Palermo Chico, Palermo;$ 750.000;$ 165.000 Expensas;65;3;2;1;0
Pilar 875;Liniers, Capital Federal;$ 430.000;$ 90.000 Expensas;40;2;1;1;0
Dirección no informada;Palermo, Capital Federal;USD 600;$ 1 Expensas;38;2;1;1;0
Avda SANTA FE;Las Cañitas, Palermo;USD 1.700;$ 500.000 Expensas;76;3;2;2;1
Petrona Eyle 450;San Telmo, Capital Federal;USD 6.500;$ 500.000 Expensas;101;2;1;1;1
Av. Luis Maria Campos al 1000;Las Cañitas, Palermo;USD 3.900;;92;3;2;2;1
Paraguay 4618;Palermo Viejo, Palermo;$ 390.000;$ 80.000 Expensas;30;1;1;1;0
LA PLATA 826;Caballito, Capital Federal;$ 420.000;$ 55.000 Expensas;35;2;1;1;0
Arenales 2539;Barrio Norte, Capital Federal;USD 750;;82;3;2;1;0
GODOY CRUZ 2369. Entre Paraguay y Guatemala;Palermo Soho, Palermo;USD 600;;35;0;0;1;0
Del Barco Centenera 1052;Parque Chacabuco, Capital Federal;$ 550.000;$ 80.000 Expensas;50;3;2;1;0
Thames 2100 CABA;Palermo, Capital Federal;USD 800;;65;3;2;1;0
Av Cramer  2500 2°;Belgrano, Capital Federal;$ 700.000;$ 108.000 Expensas;50;2;1;2;0
petrona eyle 300;Puerto Madero, Capital Federal;USD 8.000;$ 1 Expensas;300;4;0;4;2
Ramón L Falcon 2711;Flores, Capital Federal;$ 350.000;;37;1;0;1;0
Monroe  3700 1°;Belgrano, Capital Federal;$ 540.000;;50;2;1;1;0
Jean Jeaures 800;Barrio Norte, Capital Federal;$ 350.000;$ 87.000 Expensas;36;2;1;1;0
Julieta Lanteri 1200;Puerto Madero, Capital Federal;USD 5.000;$ 110.000 Expensas;230;4;2;5;3
Ambrosetti 101;Parque Rivadavia, Caballito;$ 800.000;$ 180.000 Expensas;72;4;3;1;0
av cordoba 6200;Chacarita, Capital Federal;$ 500.000;$ 270.000 Expensas;43;1;0;1;1
Av. Medrano;Almagro, Capital Federal;$ 510.000;$ 131.000 Expensas;50;2;1;1;1
Chacabuco 1146;San Telmo, Capital Federal;$ 500.000;$ 100.000 Expensas;42;2;1;1;0
Maipu 566 entre Lavalle y Tucuman;Centro / Microcentro, Capital Federal;USD 600;$ 130.000 Expensas;54;2;1;2;0
Amenábar 3800;Saavedra, Capital Federal;$ 480.000;$ 121.000 Expensas;33;1;0;1;0
Charcas 2551;Barrio Norte, Capital Federal;$ 500.000;$ 140.000 Expensas;50;2;1;1;0
Morlote 1005;Parque Chas, Capital Federal;$ 520.000;$ 80.000 Expensas;46;2;1;1;0
Monroe 5238;Belgrano, Capital Federal;USD 1.000;$ 1 Expensas;38;1;1;1;0
Jose Hernandez y Cabildo;Belgrano, Capital Federal;USD 1.200;$ 1 Expensas;65;2;1;1;0
Soldado de la Independencia al;Las Cañitas, Palermo;USD 1.200;$ 200.000 Expensas;70;2;1;1;0
Alvear 1800 CABA;Recoleta, Capital Federal;USD 2.500;;109;2;1;1;0
Juana Manso  CABA;Puerto Madero, Capital Federal;USD 2.300;$ 420.000 Expensas;66;2;1;1;0
BUCARELLI 1200;Villa Urquiza, Capital Federal;$ 480.000;$ 108.000 Expensas;36;1;0;1;0
Valentin Gomez  2600;Balvanera, Capital Federal;$ 800.000;;96;3;2;2;0
Peña 2800 3ero A;Barrio Norte, Capital Federal;$ 680.000;$ 220.000 Expensas;54;2;1;1;1
Bahía Blanca 2135;Monte Castro, Capital Federal;$ 600.000;$ 95.000 Expensas;51;2;1;1;0
SALTA 600;Monserrat, Capital Federal;$ 350.000;$ 100.000 Expensas;27;2;1;1;0
Las Heras Y Rodríguez peña;Recoleta, Capital Federal;USD 900;$ 160.000 Expensas;65;2;1;1;0
Olleros 2000 CABA;Belgrano C, Belgrano;USD 8.500;;590;8;4;5;1
Olleros 2000 CABA;Belgrano C, Belgrano;USD 8.500;;590;8;4;5;1
Juana Manso 400 CABA;Puerto Madero, Capital Federal;USD 2.000;$ 450.000 Expensas;77;2;1;1;1
11 de Septiembre 1900 CABA;Belgrano C, Belgrano;USD 5.800;$ 450.000 Expensas;400;7;4;4;3
Esmeralda al 1100;Retiro, Capital Federal;USD 3.000;;330;8;4;3;1
Libertador 4400 caba;Las Cañitas, Palermo;USD 10.000;;390;5;4;4;3
Azucena Villaflor 500 CABA;Puerto Madero, Capital Federal;USD 15.000;;430;5;4;4;3
Libertador al 7050;Núñez, Capital Federal;USD 9.000;;431;5;3;3;2
Libertador 300 CABA;Retiro, Capital Federal;USD 4.000;;280;6;4;4;2
Martha Lynch  400 CABA;Puerto Madero, Capital Federal;USD 3.500;$ 1.500.000 Expensas;170;3;2;2;1
Libertador 7000 caba;Núñez, Capital Federal;USD 4.000;$ 480.000 Expensas;186;4;3;3;1
CONSTITUCION 1867;Monserrat, Capital Federal;$ 400.000;$ 110.000 Expensas;53;2;1;1;0
Diaz Velez 5155;Caballito, Capital Federal;USD 1.200;$ 47.000 Expensas;80;4;3;1;1
